GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01000169,52.94,7.41,58.4,68.8,28.28,39600,41.2,10.21,4.68,275000,-1.12,4.05,6.4,-0.94,3,10.62,8.56,0.13,-1.8,158.52
E01000170,50.47,9.33,71.25,81.27,32.98,36870,31.5,17.99,6.52,249000,1.22,5.38,1.61,0.79,3.77,10.05,8.2,-2.47,2.17,92.49
E01000171,32.92,12.02,51.85,78.98,26.61,36200,39.5,17.63,7.69,200000,-4.31,6.55,13.44,4.87,-0.38,1.19,6.87,2.02,3.55,71.43
E01000172,28.42,9.84,58.48,72,21.7,40750,41.4,8.68,5.15,352497.5,-0.73,4.46,6.15,-1.57,1.74,9.11,9.32,1.52,0.79,77.58
E01000173,19.79,9.03,61.06,71.06,20.4,40240,36.2,8.46,4.69,372500,1.61,4.68,6.56,-8.17,1.42,12.19,10.53,0.66,0.35,107.61
E01000174,37.63,11.02,64.36,81.76,31.88,36110,31.5,15.68,9.12,270000,-0.91,6.32,7.16,0.98,3.51,6.01,5.3,-0.42,4.45,164.43
E01000175,27.62,8.9,64.2,67.43,20.76,40940,40.8,8.4,6.73,348500,3.81,4.04,1.94,-1.61,3.1,9.37,12.5,1.55,3.45,89.15
E01000176,27.95,17.94,69.52,83.21,29.79,34160,31.1,26.83,7.81,321000,-3.69,6.4,6.55,-6.57,-0.24,6.77,3.23,-7.67,-2.03,79.58
E01000177,37.1,11.74,59.22,48.8,26.61,42630,58.7,10.99,3.48,340000,-1.08,3.19,3.29,-5.45,4.49,8.24,6.83,3.56,0.35,76.97
E01000178,48.37,11.4,64.56,55.76,34.05,41350,50.8,14.64,3.49,509000,1.4,2.23,-3.73,-7.48,5.06,5.31,0.49,4.29,-0.92,93.72
E01000179,28.41,12.14,47.32,50.58,23.94,42100,59.8,12.61,3.99,315000,-3.09,3.32,6.87,-3.55,2.68,11.78,7.38,6.3,0.68,119.51
E01000180,22.04,14.82,65.59,63.25,46.65,38810,47.1,17.16,4.22,332500,0.41,4.8,-0.23,-9.4,0.55,9.35,7.29,2.22,0.14,95.16
E01000181,51.75,10.2,60.11,47.71,25.23,45890,60.3,13.86,4.97,685000,1.64,1.31,0.64,-11.46,-0.89,19.27,6.11,2.6,0.19,181.24
E01000182,35.21,10.72,60.09,45.34,25.99,43220,61.3,10.79,4,514000,-0.99,1.4,-0.43,-5.8,-0.4,14.44,2.26,5.97,-0.38,188.48
E01000183,36.4,13.09,61.48,49.12,29.71,45880,58,12.4,2.85,337500,3.12,3.65,-3.78,-9.19,-0.62,16.46,8.96,3.5,-1.72,105.87
E01000184,23.31,24.04,71.34,89.53,37.32,33140,28.7,43.7,9.37,225000,-2.61,12.48,-3.48,-5.2,-1.67,5.79,3.8,8.5,0.9,62.75
E01000185,5.13,35.29,65.78,87.69,29.67,32220,32.3,35.98,12.24,202000,-1,16.24,-0.79,-3.78,4.8,10.46,5.55,-10.43,1,69.39
E01000186,17.02,9.13,44.94,59.85,16.97,43250,41.6,6.81,3.9,486250,1.39,3.62,-3.56,-5.54,3.59,5.4,17.06,0.94,2.05,78.04
E01000187,27.12,12.25,64.15,72.25,33.42,38650,33.8,13.87,6.45,395000,-0.63,4.53,0,-1.64,6.15,5.74,8.38,-0.14,2.41,108.86
E01000188,19.52,10.55,60.54,58.91,17.47,44020,41.2,6.97,2.97,592500,3.93,4.02,11.92,-4.6,2.81,5.22,10.64,2.34,-0.66,110.63
E01000189,4.7,35.95,55.21,86.2,21.9,31430,25.3,42.14,14.55,271500,1.82,20.14,-6.47,1.56,10.45,10.45,3.61,-9.06,2.71,208.3
E01000190,23.48,12.17,70.81,61.84,22.46,41870,40.2,10.97,4.64,465000,1.71,7.73,19.02,-9.59,1.45,7.97,14.49,-0.3,0.72,58.74
E01000191,30.96,13.12,61.98,60.21,18.7,42710,43.5,9.18,4.42,499950,1.6,7.48,3.11,-6.44,3.03,10.84,11.22,4.25,0.19,173.57
E01000192,39.14,20.17,71.59,76.05,26.65,37510,38.4,15.35,5.33,307500,-2.45,10.32,7.09,11.63,-0.82,-1.71,5.22,0.82,-0.29,98.87
E01000193,29.49,18.7,70.86,74.69,26.81,38270,39.1,14.19,4.98,420000,2.12,9.32,12.84,9.56,7.02,-0.4,6.44,5.58,1.32,91.45
E01000194,32.32,38.08,74.37,87.72,25.95,35590,34.5,20.57,6.61,319500,-0.43,19,3.21,3.76,-1.75,-0.46,2.27,-0.88,0.12,92.69
E01000195,29.94,23.68,63.02,94.07,45.47,31470,24.2,29.33,10.48,175000,-1.75,14.6,-5.55,4.86,13.52,4.3,5.45,-1.32,4.33,84.7
E01000196,21.36,21.92,58.28,69.09,18.89,40680,48,11.87,5.89,323750,-3.06,9.94,3.98,8.82,-7.55,4.13,-1.78,1.03,1.5,95.99
E01000197,43.95,23.14,60.53,68.57,22.73,41870,48.4,12.58,6.26,400000,6.74,8.41,3.67,4.37,-1.88,6.3,1.63,1.98,1.02,110.13
E01000198,27.61,16.08,61.46,64.91,20.74,43490,48.4,11.04,3.18,482500,1.71,5.23,0.83,-1.36,-1.44,9.35,7.31,3.91,-2.11,133.37
E01000199,27.24,13.37,64.19,54.35,20.38,45740,50.7,8.59,3.22,472500,-1.55,3.29,-2.6,-5.2,0.46,8.93,7.46,5.12,0.4,84.62
E01000200,26.3,13.06,67.3,60.25,27.36,43400,47.8,12.68,5.23,318000,-9.06,4.02,3.5,1.98,3.04,5.49,0.6,3.66,1.7,25.82
E01000201,25.6,14.87,65.27,54.71,19.61,51120,47.5,7.74,4.19,1170000,0.19,4.52,7.95,-5.09,0.22,16,7.71,5.9,1.76,199.81
E01000202,40.57,16.18,64.6,53.98,25.9,46690,54,9.17,3.88,352500,3.91,5.92,-0.48,-6.07,0.44,12.61,6.99,-0.71,-0.45,15.38
E01000203,20.64,27.47,72.81,77.01,39.25,39830,39.9,22.81,7.37,377500,-2.83,13.55,-3.34,5.66,-0.46,6.85,2.46,0.56,3.01,91.75
E01000204,42.25,15.44,67.49,57.72,31.65,43580,53,10.55,5.97,340000,4.13,6.82,6.56,-0.07,1.02,3.71,3.54,6.41,2.51,86.83
E01000205,23.41,9.94,56.46,48.59,19.28,50700,56.6,6.98,3.67,575000,-0.73,3.11,-1.08,-4.65,2.96,10.18,3.87,3.16,-1.17,85.11
E01000206,23.06,11.43,63.14,56.66,23.45,72430,50.9,9.52,4.58,3175000,8.95,1.73,3.08,4.39,4.9,9.85,1.67,9.36,1.41,100.63
E01000207,38.68,8.59,67.08,56.99,27.75,55210,55.6,6.63,3.89,1205000,-3.05,2.42,3.94,2.67,2.49,14.64,2.31,2.71,1,115.42
E01000208,29.01,11.79,66.5,48.55,23.01,52080,58.4,7.89,3.68,570000,-1.19,4.22,-2.25,-4.26,0.24,14.68,5.43,6.23,0.34,134.81
E01000209,30.75,6.33,58.09,42.09,24.01,49950,61.8,8.53,3.13,665000,-2.26,1.95,6.99,-4.89,0.44,8.68,5.21,5.66,-0.2,83.26
E01000210,26.89,11.35,57.3,49.31,25.07,51120,61.1,8.39,3.2,352500,2.65,5.67,-4.44,2,4.05,13.37,2.49,5.71,-0.58,2.56
E01000211,22.06,21.98,59.26,74.93,22.81,40730,45.4,15.95,6.35,342500,-2.16,10.49,0.12,8.25,-5.26,3.37,-2.77,3.77,0.03,120.35
E01000212,51.67,10.67,65.09,55.08,22.01,52340,62.7,8.49,2.3,600000,0.26,2.89,1.51,-0.59,-0.68,6.32,4.73,5.9,-0.54,50.47
E01000213,23.45,6.3,55.32,50.65,23.94,68560,57.2,9.43,3.33,2193750,-6.15,0.81,6.41,-2.14,3.14,8.14,9.79,9.21,-0.51,104.43
E01000214,26.28,15.37,59.48,44.35,23.99,47820,67.1,10.79,4.03,407000,-0.28,1.54,7.21,-3.76,-1.83,8.59,0.03,9.45,0.41,79.74
E01000215,33.39,13.46,61.33,67.54,28.62,41980,40.9,12.04,4.39,390000,-1.23,3.1,0.93,1.95,-1.84,11.33,-1.94,3.35,-0.96,58.22
E01000216,44.77,17.93,55.73,58.22,29.08,45860,49.1,11.38,5.84,648000,3.83,4.85,-5.98,-1.07,-1.76,7.79,-4.42,5.53,1.45,131.69
E01000217,45.97,10.81,53.4,67.86,24.68,45590,39.7,10.38,4.65,650400,3.65,1.45,-3.65,6.76,-1.92,5.22,-4.71,4.88,1.26,144.68
E01000218,43.14,14.15,55.18,70.03,22.4,42010,43.2,11.77,5.02,543000,2.68,4.07,-2.4,9.26,-1.94,7.7,-2.86,5.37,-1.43,121.46
E01000219,46.68,18.56,55.79,80.04,21.42,40490,35.8,13.65,8.11,601000,6.32,4.27,-6.61,8.49,-5.97,7.37,-7.22,5.31,3.14,212.51
E01000220,49.3,16.34,53.67,80.95,26.57,39500,38.9,16.93,5.04,425000,6.56,4.51,-7.61,12.58,-9.32,-1.85,-3.76,1.07,-0.03,81.62
E01000221,22.7,39.31,64.99,93.41,38.42,30520,25.8,36.68,11.76,161000,-0.2,21.59,-2.81,2.6,0.09,4.44,1.27,-8.06,0.1,70.94
E01000222,11.73,39.24,69.42,91.13,33.53,34590,30.7,24.86,9.59,362000,4.93,18.7,1.82,7.45,4.3,-6.19,-3.05,6.15,3.6,74.88
E01000223,28.17,35.85,70.28,93.77,35.22,32440,27,32.67,8.61,300000,2.5,19.77,-8.5,0.14,2.83,6.4,2.19,-0.01,0.65,111.45
E01000224,7.7,42.75,66.96,91.11,25.51,36810,35,17.25,8.72,410250,4.11,15.49,-1.41,11.27,1.26,-1.78,-1.62,1.37,1.48,99.27
E01000225,33.47,8.88,44.99,61,33.75,44390,37.8,11.13,4.3,465000,2.86,1.41,-0.87,3.31,4.63,7.04,-3.76,8.36,0.91,55.19
E01000226,29.1,33.52,70.95,94.45,35.63,30860,23.7,28.07,8.71,218000,7.21,22.23,0.85,3.09,6,3.81,7.54,-7.66,-0.19,75.38
E01000227,3.92,18.82,67.48,73.7,20.72,39350,35.7,10.72,5.21,350000,0.53,7.7,11.78,-5.33,4.55,8.5,8.19,0,2.48,87.23
E01000228,24.47,14.42,52.89,71.94,23.74,44630,41.2,12.83,3.49,493000,-0.63,6.5,-6.88,-2.62,-0.25,20.22,13.34,1.89,0.67,152.52
E01000229,27.03,19.46,70.88,90.05,36.97,35120,28.6,23.51,9.62,312500,-3.42,12.98,0.03,1.98,6.4,11.31,9.07,-1.18,4.62,133.1
E01000230,25.51,13.44,68.66,70.48,20.53,38940,35,8.5,3.78,322500,2.74,4.85,9.19,0.79,3.84,5,7.49,2.23,0.47,67.8
E01000231,21.12,32.72,64.23,79.82,23.29,37090,37.3,15.62,6.22,205000,-2.05,20.98,-3.26,3.14,4.74,7.01,8.62,2.16,2.48,64.67
E01000232,34.29,20.12,64.71,72.5,29.26,39010,40.5,13.82,5.47,421750,8.05,8.96,0.85,4.15,3.75,6.72,8.39,-5.38,1.8,127.44
E01000233,13.83,20.73,61.16,71.73,24.24,40070,42.1,12.17,3.89,331000,1.14,9.1,-3.36,0.01,4.93,8.44,8.77,1.05,-0.47,80.44
E01000234,47.64,14.87,64.6,67.01,25.24,40240,47.4,9.25,5.37,415000,0.15,5.79,0.78,4.76,5.6,9.03,8.02,3.44,1.52,148.69
E01000235,34.82,23.65,69,90.85,42.21,34360,32.6,23.52,7.98,286000,6.05,12.47,-5.25,1.17,9.93,14.25,8.89,-10.68,1.3,131.29
E01000236,17.21,11.08,54.18,61.07,28.49,40570,40.8,16.71,5.98,310000,-2.14,5.23,-9.88,-6.92,-2.1,13.31,1.89,1.84,0.36,72.4
E01000237,38.94,18.96,63.13,69.52,22.19,39160,45.7,14.46,3.91,340000,-1.16,8.19,-2.29,4.21,-4.91,6.19,-0.06,3.35,-1.42,90.35
E01000238,43.7,19.83,54.67,79.37,28.02,39360,40.7,16.42,7.76,375000,3.81,7.79,-2.49,5.99,4.93,4.31,0.25,5.42,2.73,130.77
E01000239,18.34,37.67,50.37,81.04,25.23,36580,44.6,18.71,6.73,235000,-4.89,16.8,5.6,8.89,-3.75,0.34,0.87,-0.39,1.02,84.86
E01000240,16.91,37.99,67.8,84.95,27,38470,37.9,17.8,6.26,350000,6.53,20.81,-0.83,7.32,4.27,5.11,2.93,6.66,1.64,77.33
E01000241,43.01,18.18,63.02,66.37,29.3,40600,46.4,11.93,4.45,340000,1.32,8.93,4.58,4.42,4.36,8.31,0.12,4.73,-0.1,128.57
E01000242,34.31,13.77,72.26,72.1,35.34,40090,39.7,16.46,5.73,554975,-0.36,4.91,5.22,1.08,6.21,5.13,7.13,2.11,0.22,107.23
E01000243,34.37,20.06,67.23,72.82,24.81,36060,44,17.63,5.33,239000,-8.61,7.69,3.9,1.98,-5.4,-1.93,-1.69,2.86,-0.87,74.21
E01000244,67.56,31.89,67.04,64.06,38.12,37160,39.9,14.49,3.97,315000,7.17,12.27,-3.39,-4.54,8.5,0.45,0.01,2.18,-0.98,39.03
E01000245,9.43,29.08,67.49,91.34,30.47,33150,32.2,31.84,7.31,325000,-5.28,13.28,6.87,3.89,-0.68,6.57,0.72,-10.55,-0.32,201.27
E01000246,30.67,7.11,67.13,55.88,19.72,42140,45.5,9.94,3.99,330000,-0.69,3.63,7.49,-6.85,2.2,6.83,12.32,2.45,-0.06,86.97
E01000247,44.46,7.43,53.39,64.24,26.23,40710,45.5,10.87,5.98,250000,1.52,3.49,4.88,0.63,5.58,8.4,9.1,3.76,2.29,108.77
E01000248,40.28,4.84,53.56,54.29,26.2,44370,47.7,10.17,5.59,320000,0.39,1.9,-4.01,-2.66,3.69,11.82,5,2.1,2.22,74.98
E01000249,33.06,5,56.49,55.92,17.13,46630,48.9,5.33,3.81,489000,-1.16,2.47,4.18,-7.91,-0.75,18.82,11.78,2.66,1.02,135.66
E01000250,43.28,8.75,59.94,68.8,33.8,41970,43.3,12.87,3.89,327500,-1.72,4.17,-2.73,3.35,6.11,9.83,7.9,-1.57,0.53,95.67
E01000251,24.07,10.46,52.62,73.79,35.83,38000,38.3,22.9,5.41,212250,-5.72,5.68,4.59,2.83,0.71,3.45,4.22,-0.09,1.4,62.18
E01000252,26.75,9.01,62.26,62.4,38.12,39580,41.5,15.95,6.15,287000,-0.79,4.69,6.86,-6.23,3.34,7.03,5.73,-0.21,1.28,124.66
E01000253,7.27,7.98,65.67,58.07,15.34,50290,41,10.12,4.36,1100000,-0.3,3.99,7.89,1,1.98,0.83,10.06,6.5,2.13,98.92
E01000254,37.9,3.72,60.14,55.29,19.51,45910,49.6,7.11,4.74,406250,2.61,0.95,1.69,-5.33,1.76,14.66,10.51,4.68,1.25,96.37
E01000255,32.99,16.79,75.09,77.87,36.5,37430,34.7,18.03,7.03,326500,-0.57,7.34,5.88,-4.58,6.1,2.38,10.06,-3.96,2.38,96.41
E01000256,38.11,15.32,62.69,62.56,22.99,43080,46.1,12.13,4.55,323500,-2.4,8.57,-1.34,-1.94,4.55,13.1,10.6,5.06,0.34,94.13
E01000257,16.52,30.75,72.42,90.06,51.82,33970,31.4,30.57,11.29,265000,-4.64,19.32,0.38,5.38,-4.43,0.3,5.84,-2.05,3.99,102.7
E01000258,58.36,11.54,66.53,58.86,24.29,43310,46.6,11.34,3.95,420000,1.94,4.24,-2.8,-4.85,3.96,9.81,4.68,5.22,0.83,112.53
E01000259,23.4,25.39,62.63,70.7,28.31,40780,42.6,12.28,5.96,365000,15.7,10.18,-0.36,-3.57,10.62,10.75,11.4,4.11,-0.22,82.85
E01000260,35.52,24.27,62.75,79.57,27.58,39100,38.6,19.06,6.13,286250,1.21,13.19,-0.8,9.09,6.52,2.6,2.64,4.13,1.25,76.9
E01000261,35.84,7.76,54.69,59.39,26.92,42710,44.5,8.45,4.37,552500,0.68,2.89,7.07,0.94,-0.26,8.18,5.57,6.47,1.69,116.36
E01000262,32.27,22.99,62.65,79.26,35.8,39200,39.4,15.17,6.48,390000,-6.04,15.35,-1.69,29.28,10.33,-4.26,10.27,8.08,3.45,88.75
E01000263,12.36,7.75,43.13,50.07,14.36,51000,51.5,5.41,1.64,760000,1.59,2,-2.73,-3.69,-0.04,16.29,12.35,4.64,-0.3,118.02
E01000264,57.68,21.71,65.49,79.8,28.85,39550,42.1,14.6,5.75,290000,3.2,11.16,-0.21,12.92,0.92,8.71,6.49,1.7,2.69,89.08
E01000265,40.45,19.39,67.29,85.43,31.64,35730,34.2,19.97,7.43,220000,1.22,12.05,5.06,3.7,4.48,2.87,8.52,3.74,1.55,91.43
E01000266,19.95,10.65,59.43,61.59,15.94,44930,43.1,8.52,4.19,609000,1.4,3.9,8.73,-2.08,1.82,4.46,9.8,6.06,1.6,97.33
E01000267,15.33,10.23,66.44,67.3,20.49,42080,39.7,11.03,5.06,375000,1.11,5.53,5.68,-2.65,0.38,8.85,6.95,5.62,1.34,106.83
E01000268,22.24,14.03,65.25,68.21,27.13,39250,42.2,20.93,6.78,226450,-3.29,6.24,5.17,-4.06,-5.84,7.13,6.15,4.73,1.3,79.63
E01000269,21.31,8.97,70.65,72.16,19.67,41030,36.9,9.52,4.77,344500,-0.4,3.88,8.57,1.22,3.85,8.73,11.49,-3.1,2.67,86.41
E01000270,31.27,10.15,71.18,59.45,23.02,42170,45.8,9.77,3.04,248475,-2.59,4.82,2.45,-7.92,4.59,11.83,9.8,1.65,-0.82,57.51
E01000271,36.1,10.61,66.53,60.73,19.64,42590,41.9,7.84,4.77,340000,-0.65,5.23,4.04,-3.43,2.26,5.59,8.45,3.98,2.37,58.14
E01000272,18.56,9.63,61.99,53.55,17.06,48030,50,5.71,2.8,870000,-1.1,3.09,1.16,-4.01,1.53,-1.5,8.95,5.31,0.45,129.89
E01000273,30.56,16.5,70.59,68.35,37.35,39510,42.6,14.68,3.96,320000,-3.45,8.96,-1.72,-3.8,2.91,5.56,9.58,-8.28,0.32,91.47
E01000274,26.07,16.42,70.19,83.65,33.96,36640,33.8,18.99,6.11,291725,5.61,9.27,-1.52,0.91,9.19,3.47,9.24,-1.82,1.7,86.11
E01000275,34.29,20.48,69.32,60.06,30.06,41650,46.1,11.55,4.26,330000,0.48,8.02,1.42,-4.06,2.36,1.17,4.35,5.83,0.36,44.46
E01000276,9.19,20.08,43.19,54.32,18.66,49680,50.4,5.31,2.86,572500,-0.27,7.4,7.06,-8.18,1.47,15.98,9.03,3.13,-0.09,103.1
E01000277,11.39,29.8,54,75.13,38.97,37240,46.8,18.01,9,299375,-2.03,15.34,1.07,6.94,-1.02,-4.71,-5.75,1.14,5.64,110
E01000278,4.53,21.44,43.59,50.09,20.07,48880,52.6,5.48,3.25,605000,-1.22,7.17,-7.53,-12.45,0.34,16.17,13.46,2.9,-0.31,108.08
E01000279,9.57,6.96,58.67,54.98,17.44,56760,47.7,7.74,3.2,700000,-0.64,1.45,5.13,2.16,2.73,14.53,7.77,7.12,0.51,34.1
E01000280,16.45,9.65,59.78,53.41,14.84,51590,50.6,4.29,3.61,830000,0.19,2.75,10.15,-5.36,1.47,14.65,11.95,4.01,0.62,104.06
E01000281,43.3,18.3,59.46,81.54,43.34,38400,37.6,13.24,5.9,225000,14.98,16.32,19.32,31.13,-11.67,-3.19,17.34,9.88,4.82,65.21
E01000282,27.31,17.8,58.76,61.38,22.43,44570,43.5,10.13,4.53,450000,-0.97,7.99,-2.89,-1.58,1.55,8.07,5.49,3.2,1.55,110.53
E01000283,15.16,14.06,48.14,51.95,16.83,48090,52.6,4.7,4.28,705000,-0.13,2.87,7.75,-9.76,-1.92,9.21,12.38,3.19,0.95,103.28
E01000284,19.49,18.04,64.32,68.43,38.11,38160,42.5,18.69,5.23,295000,0.18,7.01,10.96,-4.71,2.22,1.87,6.99,-5.03,-1.01,113.2
E01000285,40.2,9.13,67.23,82.09,31.55,35740,30.3,13.57,6.18,250000,-0.51,3.85,8.36,1.06,5.75,7.95,5.83,-5.78,2.02,16.55
E01000286,30.92,11.45,76.07,86.77,35.89,35180,29.2,21.96,9.06,245000,0.1,6.28,-1.06,-2.72,5.78,10.75,9.84,2.17,2.34,85.78
E01000287,30.33,7.6,76.24,89.14,36.98,33690,24.6,22.5,8.26,268750,-2.51,3.15,9.32,1.7,7.6,10.72,7.38,-4.5,4.93,88.35
E01000288,15.38,10.35,65.05,78.1,28.04,37360,32.8,12.78,4.54,345000,-0.5,5.09,7.45,0.28,4.41,11.59,9.74,1.07,0.41,87.85
E01000289,28.17,20.84,71.51,89.23,23.11,30730,21.6,35.53,12.41,235000,0.83,13.1,1.88,1.28,2.16,10.72,7.72,-8.06,3.2,117.09
E01000290,47.4,6.94,70.79,78.81,23.76,37640,27.9,18.59,6.54,437500,-1.01,3.67,1.3,8.7,0.22,10.2,6.06,0.24,2.23,161.49
E01000291,22.82,18.61,72.3,92.6,31.07,31120,20.5,29.3,11.77,277475,-2.98,11.57,3.03,0.68,4.39,5.89,5.63,-12.19,4.8,102.54
E01000292,36.88,6.74,72.14,65.17,25.58,39870,40.5,10.24,5.66,295000,0.52,2.87,6.59,-10.84,1.71,13.22,10.44,-1.51,2.07,97.32
E01000293,27.19,8.76,68.08,58.42,20.72,43040,48,6.97,3.85,420000,3.65,4.25,6.08,-8.89,2.09,13.35,13.49,3.1,1.31,101.2
E01000294,35.04,8.46,62.37,66.65,36.25,37780,40.1,12.67,7.92,347325,-3.21,3.58,2.41,-0.2,4.75,7.18,1.72,3.31,3.69,148.8
E01000295,47.61,23.81,61.31,58.96,25.88,42630,51.9,14.57,5.66,515000,3.72,7.63,-2.16,-4.07,-1.83,8.69,1.19,8.29,2.28,198.98
E01000296,36.17,24.68,60.6,60.8,24.14,40820,53.2,16.02,5.41,273000,-2.45,9.55,2.48,1.88,-5.49,4.59,2.77,8.27,0.95,67.05
E01000297,36.77,23.45,63.35,75.3,31.31,37810,43.2,15.79,6.11,266000,1.59,7.33,-2.19,-4.5,1.23,7.44,5.24,4.59,2.02,92.95
E01000298,51.68,21.84,64.68,63.24,27.54,40500,47.8,13.58,4.71,304900,-1.76,9.14,-3.32,-0.91,-3.95,7.78,-1.23,4.38,-1.04,79.42
E01000299,36.38,27.76,65.49,73.31,23.91,37270,43.6,16.91,5.84,220000,-6.36,12.21,2.8,2.55,-9.33,2.52,4.64,7.78,0.71,42.35
E01000300,47.44,19.85,60.97,62.18,31.6,39840,49,10.97,3.65,317500,0.56,5.14,-3.76,-2.51,0.54,4.29,3.62,-1.4,-0.13,90.84
E01000301,15.76,23.2,54.25,59.17,23.67,47310,52.2,7.42,4.33,495000,0.14,7.58,-10.21,-3.37,1.68,16.21,5.55,2.31,0.45,98.5
E01000302,17.16,27.4,50.31,69.7,33.3,38020,47,19.52,7.64,250000,-3.36,12.87,-7.94,6.34,0.77,-0.14,-0.64,0.14,3.4,71.27
E01000303,21.09,24.32,54.51,56.58,24.72,46800,54.1,7.83,4.59,600000,0.93,8.53,-6.12,-10.65,-0.86,15.26,5.79,1.62,0.34,150
E01000304,44.08,19.36,63.38,62.24,26.82,42740,53.9,15.38,7.72,273000,-3.1,6.44,-1.33,-0.07,-3.02,8.87,2.83,1.72,3.91,76.7
E01000305,27.46,44.73,64.76,91.23,36.31,31930,30,25.13,8.85,250000,-5.18,18.38,-6.77,3,-0.09,0.72,1.58,-3.87,1.01,82.85
E01000306,38.78,31.24,63.75,86.19,28.7,33650,32.2,18.84,4.15,330000,8.5,14.26,-2.48,1.85,3.44,4.3,3.46,5.99,0.09,88.84
E01000307,25.2,38.27,68.32,89.82,35.35,32740,25.5,22.39,8.15,280000,-0.08,14.25,-8.14,2.8,5.47,1.5,1.02,1.47,2.72,73.64
E01000308,12.89,33.92,63.77,89.48,16.21,29840,21.4,37,14.65,250000,-6.26,16.24,-0.31,1.81,0.86,8.74,0.98,-8.27,5.49,107.25
E01000309,45.26,34.33,65.19,76.82,29.71,39690,42.8,12.05,5.01,331000,1.28,15.28,-8.75,6.6,1.76,10.29,-0.12,-6.39,0.17,90.09
E01000310,59.15,28.74,64.82,86.04,27.11,36760,37.3,18.67,6.3,392125,3.57,8.49,-9.17,5.31,-8.11,7.32,0.05,-2.79,-1.05,176.64
E01000311,23.41,9.71,45.16,59.07,24.5,45520,44.2,11.66,4.96,655000,-3.76,-2.41,-15.55,-2.79,-1.3,13.52,2.98,6.15,2.13,129.98
E01000312,26.82,45.05,53.14,93.37,36.16,31590,31.1,21.35,8.04,245000,2.43,23.3,6.77,5.95,5.87,2.15,3.43,-4.28,1.14,97.31
E01000313,39.19,43.41,62.28,89.86,28.06,32980,32.7,27.1,6.86,250000,-3.46,14.57,-1.57,3.46,-6.92,2.68,0.28,0.95,-0.16,63.93
E01000314,42.26,34.43,66.19,73.85,23.08,39470,44.2,14.32,5.57,335000,-2.46,13.13,-1.46,9.64,-3.43,2.81,-3.63,8.64,1.18,64.22
E01000315,31.64,21,67.41,95.38,41.07,32690,22.5,31.54,8.86,285000,2.23,10.64,-2.78,5.89,-0.09,11.03,5.96,-7.54,0.21,83.46
E01000316,30.07,34.13,65.57,78.71,32.55,35890,44.4,20.31,8.09,250000,-10.47,15.03,0.42,0.59,3.81,-2.17,8.54,5.05,1.74,49.06
E01000317,37.34,25.13,65.4,66.32,30.32,38620,47.5,15.92,6.25,286000,-3.19,9,-1.8,0.61,-0.18,4.59,0.79,0.59,1.79,72.87
E01000318,24.72,25.08,66.61,74.47,23.81,38780,37.7,12.9,6.19,405000,0.04,8.47,-1.29,-4.88,0.97,6.49,6.83,1.63,0.58,89.93
E01000319,30.58,15.64,60.78,66.78,27.2,40530,44.7,9.71,4.28,290000,0.06,1.92,-0.87,-3.65,3.6,6.57,4.45,-2.67,-1.33,30.56
E01000320,45.94,14.44,69.46,65.96,24.86,40440,46.7,9.68,5.97,462500,2.47,5.31,2.46,-1.98,3.51,6.64,7.03,2.51,2.22,198.44
E01000321,55.24,18.68,57.48,73.37,27.61,38110,46.5,16.54,4.95,293750,5.31,9.6,-1.75,4.58,-3.11,-0.06,4.16,-1.71,0.04,70.19
E01000322,19.39,17.95,64.72,75.36,30.52,37200,42.9,16.34,5.53,233000,1.58,10.11,7,3.07,-0.08,4.82,3.6,1.92,0.47,83.83
E01000323,46.56,26.86,58.13,76.64,24.81,35900,41.5,21.03,6.26,220000,-3.49,13.87,4.21,4.91,-1.75,2.81,1.14,4.32,0.46,60.6
E01000324,35.57,18.19,69.07,80.04,26.81,39450,38.2,14.64,5.37,405000,0.01,7.86,2.71,2.08,2.83,13.62,5.8,-0.76,-0.42,110.66
E01000325,3.54,1.39,63.63,66.96,14.46,41550,21.2,6.61,4.54,262500,0.61,0.31,9.93,1.66,0.74,15.84,7.56,2.03,1.55,62.92
E01000326,10.01,2.13,59.8,68.82,14.74,39320,20.8,13.37,2.62,177500,0.47,1.16,9.46,1.6,4.01,18.52,11.28,10.55,-0.6,88.96
E01000327,14.38,1.89,64.23,61.99,17.05,39760,20.8,8.19,3.44,265000,-1.05,0.8,0.63,-1.64,1.6,12.05,5.46,3.8,0.45,78.75
E01000328,25.44,1.8,62.92,72.32,17.48,37910,19.3,7.45,5.49,249500,0,0.78,-1.68,3.22,3.62,7.8,6.31,0.04,2.75,101.21
E01000329,12.25,2.41,72.25,79.66,26.16,36970,21.8,17.4,6.72,227500,-0.37,0.68,1.61,2.62,3.28,8.11,7.5,-0.61,1.81,95.28
E01000330,36.98,2.52,58.69,75.83,28.73,35320,20.3,15.76,6.4,197500,1.05,0.87,1.87,9.68,3.52,6.12,5.97,3.38,3.37,112.94
